지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 현지기압(hPa)
108,서울,1980-05-05,12.5,8.1,18.3,,4.5,55,999.7
108,서울,1980-05-06,13.4,7.8,19.9,,4.3,53.3,1006.2
108,서울,1980-05-07,14.3,8.9,21.1,,2.8,56.8,1009.3
108,서울,1980-05-08,14.1,9.2,20.1,,2.8,62,1004.3
108,서울,1980-05-09,14.4,10.4,20.8,0,3.4,67.5,1001.4
108,서울,1980-05-10,15.4,9.3,20.9,,4,66,1004.5
108,서울,1980-05-11,19.1,11.5,26.3,,2.5,53.3,1006.1
108,서울,1980-05-12,14.3,12.4,17.7,25.8,3.1,86,995.2
108,서울,1980-05-13,14.9,12.1,17.7,1.2,2.5,87,998
108,서울,1980-05-14,15.4,13.4,17.1,12.9,2.1,88.5,995.9
108,서울,1980-05-15,16.3,12,22.2,,3.4,59.3,997.9
108,서울,1980-05-16,13.1,9.1,18,,5,61.3,1002.9
108,서울,1980-05-17,13.6,7.5,19.5,,2.9,58.8,1007.1
108,서울,1980-05-18,16,8.7,22.6,,2,51.3,1009.2
108,서울,1980-05-19,15.8,13.5,18.8,0,1.4,60.5,1008.1
108,서울,1980-05-20,17.5,12.9,23.8,,2.3,59,1003.2
108,서울,1980-05-21,18.7,12.2,26.4,,2.6,61.5,1000.7
108,서울,1980-05-22,19.6,13.2,25.8,,2.6,61.3,1001.8
108,서울,1980-05-23,20.9,15.4,27.4,,2.5,55.3,1001.8
108,서울,1980-05-24,21.6,14.4,27.5,0,1.6,59,1001
108,서울,1980-05-25,17.9,15.2,21.7,43.4,2.9,88.5,990.9
108,서울,1980-05-26,13.7,10.6,17.6,2.8,6.5,69.8,988.2
108,서울,1980-05-27,16.4,10.6,21.6,,5.5,60.3,993
108,서울,1980-05-28,19.4,15.6,25,,4.7,61.8,998.2
108,서울,1980-05-29,19.5,13.5,24.7,,2.3,67.3,1002.5
108,서울,1980-05-30,21.5,15.5,29.2,,2.4,68,1000.2
108,서울,1980-05-31,23.5,17.2,31.7,,1.8,64.8,999.2
108,서울,1980-06-01,22.8,20.2,27.7,0.3,2.1,69.5,998.9
108,서울,1980-06-02,16.7,12.1,20.2,3.2,5.6,88,992.3
108,서울,1980-06-03,17.1,12.4,22.1,,5,68.5,999.9
108,서울,1980-06-04,20.1,14.5,27,2.6,2.7,71.8,1004
108,서울,1980-06-05,21.1,16.5,26.7,,3.2,71.5,1008.4
108,서울,1980-06-06,23.2,16.1,30.6,,1.9,60.3,1006.1
108,서울,1980-06-07,23.8,17.9,28.7,0.4,1.6,54.3,1001.7
108,서울,1980-06-08,18.7,16,22,11.4,3,89.5,997.2
108,서울,1980-06-09,17.9,15.7,21.6,0.2,2.7,85.8,999.6
108,서울,1980-06-10,20.1,16.3,25.5,,3,79.5,999.2
108,서울,1980-06-11,20.6,16.4,26.4,,2.4,77.5,996.9
108,서울,1980-06-12,21.4,17.3,27.1,,2.4,79,996.8
108,서울,1980-06-13,23.3,18.4,29.1,,2.4,75.3,999.2
108,서울,1980-06-14,25.5,19.1,31.6,,2.3,65.8,999.6
108,서울,1980-06-15,24.2,20,29.2,,2.8,73.5,998.4
108,서울,1980-06-16,22.9,20.5,24.9,19.3,2.9,85.5,994.7
108,서울,1980-06-17,22.4,18.9,28.4,4.6,2.6,81.5,989.2
108,서울,1980-06-18,22.3,17.5,28.3,,3,73.3,994.8
108,서울,1980-06-19,23,19.6,28.2,12.9,2.8,68.3,1001.2
108,서울,1980-06-20,20.8,18.1,26.1,,2.9,79.3,1002.1
108,서울,1980-06-21,21,16.9,27.2,,2.7,77.8,1002.4
108,서울,1980-06-22,22,17.2,27.8,,2.6,70.3,1003.7
108,서울,1980-06-23,22.2,17.9,28.4,0,2.5,73.8,1004.4
108,서울,1980-06-24,24.7,18.9,30.7,,1.7,72,1001.5
108,서울,1980-06-25,20.9,18.1,23.7,24.7,2.9,89.8,992.9
108,서울,1980-06-26,19.1,18.2,20.5,14.1,1.5,89.8,991
108,서울,1980-06-27,20.2,17.3,24.3,1.9,2.3,84.8,995.8
108,서울,1980-06-28,22.4,18.2,28.1,,2.1,75,996.8
108,서울,1980-06-29,24.7,18.8,29.8,,1.9,73.3,999.2
108,서울,1980-06-30,21.9,18.7,24.2,23.2,2.2,84,998.2
108,서울,1980-07-01,18.6,16.9,20.9,9.4,4.1,80.3,993.4
108,서울,1980-07-02,20,17.7,23.2,0,1.5,72.5,993.7
108,서울,1980-07-03,22,18.3,27.3,,2.3,72.3,992.9
108,서울,1980-07-04,20.3,18.4,22.9,0.3,2.5,82,993.2
108,서울,1980-07-05,19.9,18.3,23.4,1.8,1.4,89.5,992.6
108,서울,1980-07-06,22,18.5,28.2,,2.1,82.5,995
108,서울,1980-07-07,21.6,18,27.2,,2.9,84,997.1
108,서울,1980-07-08,22.1,18.4,26.9,,2.3,81.5,998.6
108,서울,1980-07-09,24.1,19.4,30.3,,2.2,79,997.6
108,서울,1980-07-10,24.4,20.6,28.4,0,1.7,77,996.5
108,서울,1980-07-11,24,21.9,29,2.4,1.6,74.3,994.9
108,서울,1980-07-12,24.6,20.4,29.6,,2,69.3,996.3
108,서울,1980-07-13,23.9,18.5,28.3,38.3,1.9,78.5,996.3
108,서울,1980-07-14,20.1,18.5,21.8,75.4,2.9,93,988.3
108,서울,1980-07-15,22.4,19,26.8,0.3,1.7,78.8,998.5
108,서울,1980-07-16,24.6,19.9,29.6,,1.8,71.5,1002.2
108,서울,1980-07-17,23.5,20.8,28.2,3.2,1.6,79.8,999.6
108,서울,1980-07-18,21.1,20,22.9,2.4,1.9,92.3,997.9
108,서울,1980-07-19,24.4,21,29.5,1.8,1.2,81.5,999.6
108,서울,1980-07-20,22.8,21.2,24,88.5,2.1,90,1000.7
108,서울,1980-07-21,22.9,21.3,25.1,13.4,2.2,87.8,1002.3
108,서울,1980-07-22,23.3,22.4,24.5,7.5,4.9,92.3,997.5
108,서울,1980-07-23,24.2,21.2,29,2,3.7,80,995.2
108,서울,1980-07-24,23.7,20,29.8,,2.8,77.8,995
108,서울,1980-07-25,22.7,21.3,24.3,0.8,1.6,81.8,993.2
108,서울,1980-07-26,24.5,21.1,28.8,0.1,1.6,81,994.6
108,서울,1980-07-27,24.2,22.3,27.6,0.3,2,85.8,997.9
108,서울,1980-07-28,23,21.7,24.8,11.3,1.3,92,998.1
108,서울,1980-07-29,22.6,21.2,26.2,0,2.5,79.8,995.5
108,서울,1980-07-30,24.1,20.3,28.9,,2.6,64.8,993.1
108,서울,1980-07-31,23.4,17.9,28.9,,2.1,55.3,997.5
108,서울,1980-08-01,24.3,17.4,30.6,,1.8,56.8,1000.2
108,서울,1980-08-02,24.9,19.4,29.9,,2.1,55.8,1002.3
108,서울,1980-08-03,23.4,18.8,27.8,,2.7,63.8,1001.5
108,서울,1980-08-04,23.7,20.9,28.9,,2.8,66,999.9
108,서울,1980-08-05,23,19.4,28.2,,3,63.5,999.4
108,서울,1980-08-06,23.2,19.4,27.3,0,2.3,61,997.8
108,서울,1980-08-07,20.6,17.9,23.8,0.7,2.5,70.8,998.2
108,서울,1980-08-08,19.6,17.2,21.8,1.9,2.3,74.8,998.3
108,서울,1980-08-09,22.8,19.5,27.4,,1.7,67,998.2
108,서울,1980-08-10,23.3,20.8,28.5,29.9,1.4,74.3,997.5
108,서울,1980-08-11,22.8,20.2,27.6,4.3,1.9,80.5,999.1
108,서울,1980-08-12,23.9,20.3,27.8,0,1.4,80,1000
108,서울,1980-08-13,21.4,19.9,23.7,131,2.4,93.5,993.3
108,서울,1980-08-14,22.4,20.6,24.8,1.7,3.8,85.8,995
108,서울,1980-08-15,23.7,20.7,29.2,5.4,1.6,80,998.8
108,서울,1980-08-16,23.6,20.5,27.5,3.3,2.2,75.3,1000.1
108,서울,1980-08-17,19.5,18.5,20.5,105.9,2.2,90.5,999.6
108,서울,1980-08-18,22.5,19.7,26.8,0.7,2.3,87,998.6
108,서울,1980-08-19,23.6,21.4,28.1,,2,78.3,1001
108,서울,1980-08-20,23.7,21.4,26.8,0.7,1.1,83.5,1001.7
108,서울,1980-08-21,24.4,20.5,29.2,0.1,1.5,73.8,1001
108,서울,1980-08-22,25.1,21.5,29.7,0,1.7,72.8,999.3
108,서울,1980-08-23,24.2,21.5,27.8,,2.7,76.8,998.1
108,서울,1980-08-24,23.8,21.7,27.2,,2.7,81.8,998.1
108,서울,1980-08-25,22.4,19.1,24.2,31,2.7,83,995
108,서울,1980-08-26,20.7,19.1,23.8,12.5,3.6,84.8,993.6
108,서울,1980-08-27,21.7,19.5,24.2,0.2,2.8,78.5,1000.2
108,서울,1980-08-28,22.8,20.4,26.4,,2.3,68.8,1002.9
108,서울,1980-08-29,20.9,19.9,23,0.3,2,76.8,1000.5
108,서울,1980-08-30,22.9,19.9,27.4,,1.2,77.5,996.6
108,서울,1980-08-31,23.2,20.4,27.4,1.9,2.3,80.3,998
108,서울,1980-09-01,23.6,20.3,29,,1.9,74.3,1001
108,서울,1980-09-02,22.5,20.2,25.8,2.1,2,82,1000.4
108,서울,1980-09-03,22.7,19.2,27,,1.4,75.5,1003
108,서울,1980-09-04,21.8,19.2,25.8,0,2,77,1001.9
108,서울,1980-09-05,21.5,17.7,27,52.9,3.4,74.5,996.5
108,서울,1980-09-06,21,17.2,26.1,,1.9,76.8,1000.5
108,서울,1980-09-07,21.7,18.5,27,0,2.6,76,1002
108,서울,1980-09-08,20.8,16,26.7,,1.6,66.3,1005.6
108,서울,1980-09-09,20.7,16.2,25,,2.6,62.8,1004.8
108,서울,1980-09-10,17,14.8,19.2,3.1,1.8,72.3,999.8
108,서울,1980-09-11,18.9,16.2,23.8,,2,64.8,987.5
108,서울,1980-09-12,19.9,15.7,24.8,,4.1,65,989.4
108,서울,1980-09-13,20.7,15.3,26.5,,2.9,67.3,997
108,서울,1980-09-14,21.6,17.6,27.3,,2,70.5,1003.7
108,서울,1980-09-15,22,17,28.1,,2.6,68.3,1004.5
108,서울,1980-09-16,19.7,16.8,24.1,,3.5,57,1005.3
108,서울,1980-09-17,19.1,13,24.6,,1.5,50.5,1007.3
108,서울,1980-09-18,18.2,12.8,24.7,,1,58.8,1007.3
108,서울,1980-09-19,20.2,14.1,26.9,,1.7,59.5,1006.2
108,서울,1980-09-20,20.4,15,26.8,,1.9,67.8,1007
108,서울,1980-09-21,18.6,14.8,21.4,0,2,71.3,1005.7
108,서울,1980-09-22,14.8,11.1,19.5,,3.2,44.3,1009
108,서울,1980-09-23,14.8,8.1,20.5,,2,50.3,1010.7
108,서울,1980-09-24,16.6,9.4,22.9,,1.9,61.3,1012.1
108,서울,1980-09-25,18.2,12.7,24.4,,1.8,68.5,1010.4
108,서울,1980-09-26,19.1,13.6,25.8,,1.2,62.5,1009.8
108,서울,1980-09-27,19,14.6,24.7,0,1.4,65.3,1008.4
108,서울,1980-09-28,19,13.9,24.8,0.2,2.1,74,1006.9
108,서울,1980-09-29,17.5,13,22.7,,1.7,66,1005.9
108,서울,1980-09-30,17.3,11.8,22.7,,2.1,57.3,1007.1
108,서울,1980-10-01,16.6,11.1,23,,1.5,63,1009.9
108,서울,1980-10-02,17.2,10.6,24.1,,1.4,64.8,1012.8
108,서울,1980-10-03,18.1,11.8,25.5,,1.3,58.8,1015.2
108,서울,1980-10-04,18.8,13.2,25.6,,1.7,58,1016.9
108,서울,1980-10-05,15.7,13.9,17.5,13.4,1.3,83.3,1013.2
108,서울,1980-10-06,16.6,13.9,21,0.5,1.4,83,1004.3
108,서울,1980-10-07,17.8,14.7,23.7,,2,78,1003.6
108,서울,1980-10-08,16.2,11.7,20.5,6.5,3.6,66,1006.2
108,서울,1980-10-09,15.7,8.3,22.6,,1.5,57.8,1011.4
108,서울,1980-10-10,15.8,14.3,17.9,7,1.3,83.3,1007
108,서울,1980-10-11,17.9,13.2,24.6,,1.4,75.3,1005.4
108,서울,1980-10-12,19.2,16.2,24.9,,2.8,59,1007.8
108,서울,1980-10-13,18,13.1,22.3,0,2.6,65,1005.2
108,서울,1980-10-14,14.1,8.9,21,,3.1,47.8,1005.2
108,서울,1980-10-15,13.4,6.8,20.4,,1.7,56,1009.8
108,서울,1980-10-16,14.6,11.4,19.4,,0.8,60.8,1007.7
108,서울,1980-10-17,15.7,10.2,21.9,,2.3,72.8,1008.1
108,서울,1980-10-18,14.4,10.9,18.6,,1.6,67.3,1009.5
108,서울,1980-10-19,14.6,7.7,23.2,,1.3,58,1010.5
108,서울,1980-10-20,15.6,11.4,21.6,,2.7,50.5,1011.1
108,서울,1980-10-21,8.4,5,12.6,,4.2,48,1012.4
108,서울,1980-10-22,7,1.5,13.4,,1.7,50.3,1012.1
108,서울,1980-10-23,9.3,2,17.4,,1.5,48,1010
108,서울,1980-10-24,11.9,6,18.6,0,1.3,54,1004.2
108,서울,1980-10-25,7.3,0.4,13.5,16.3,6.1,78,990.8
108,서울,1980-10-26,3,0,6,,7.3,57.8,1000.1
108,서울,1980-10-27,6,2.4,10.4,,4.1,51.8,1008.8
108,서울,1980-10-28,5.6,0.3,11.1,,2.3,51.8,1011.7
108,서울,1980-10-29,7.1,1.5,13.5,,2.1,56,1011.3
108,서울,1980-10-30,5.3,1.5,12.8,1.2,3.6,68.5,1009.7
108,서울,1980-10-31,4.8,0.9,9.7,,3.7,47,1014.1
108,서울,1980-11-01,8.2,3,12.6,0.6,1.9,70,1010.9
108,서울,1980-11-02,8.1,4.7,11.9,,3.3,60.5,1010.9
108,서울,1980-11-03,7.8,1.6,14.6,,1.4,60.5,1014.3
108,서울,1980-11-04,10,5.9,15.4,0.2,2.5,72.3,1009.6
108,서울,1980-11-05,12.8,8.9,18.1,,2.2,72.8,1003.2
108,서울,1980-11-06,12.7,9.8,17.2,,2,82,1002.2
108,서울,1980-11-07,11.7,5,16.2,,4.2,65.3,1002.2
108,서울,1980-11-08,3.3,0.3,6.8,,4.1,43.5,1013.3
108,서울,1980-11-09,5,-1.6,11.5,0,2,58.3,1014.4
108,서울,1980-11-10,9.4,4.9,14.7,,2.3,64,1013.5
108,서울,1980-11-11,11.5,7.1,16.8,,1.7,69.3,1013.6
108,서울,1980-11-12,10.5,2.6,15.9,1.3,5.2,72.5,1006.1
108,서울,1980-11-13,0.9,-1.5,3.7,,4.4,43,1013.3
108,서울,1980-11-14,3.8,-1.7,11.1,0,2.6,65.8,1014.3
108,서울,1980-11-15,4.8,-0.5,10.4,,1.2,47.5,1017.9
108,서울,1980-11-16,8.1,2.8,15.1,,1,42.5,1015.1
108,서울,1980-11-17,9.7,5.7,15.1,0,1.2,50,1014.9
108,서울,1980-11-18,9.7,5,16.1,,1.5,68.3,1016.5
108,서울,1980-11-19,11.4,4.6,19.8,,1.5,56.5,1017
108,서울,1980-11-20,11.8,6.6,16.6,,1.4,54.3,1014.9
108,서울,1980-11-21,13.2,10.6,15.6,1.3,1.8,59.5,1009.9
108,서울,1980-11-22,11.6,8.1,16.1,,1.6,63.3,1008.8
108,서울,1980-11-23,8.1,4.7,11.6,,1.9,85.3,1008.8
108,서울,1980-11-24,8,6.5,10.3,7.2,2.4,84.3,1003.5
108,서울,1980-11-25,6.6,4.1,9.6,,2.3,75,1003.9
108,서울,1980-11-26,8.2,4.5,13,,1.4,72.3,1012
108,서울,1980-11-27,8.1,4.8,11.6,,1.2,72.5,1011.6
108,서울,1980-11-28,8.8,5.9,13.5,,1.9,71.3,1009.6
108,서울,1980-11-29,6.8,3,10.8,,1.5,74,1009.9
108,서울,1980-11-30,7.2,3.6,12.5,0,3.3,63.5,1005.3
108,서울,1980-12-01,5.5,0.3,12,,1.3,58.8,1009.1
108,서울,1980-12-02,4.6,0.6,7.7,2.8,4.6,59.8,1001.6
108,서울,1980-12-03,-1.6,-7.2,2.6,17.1,3.9,85,1002.4
108,서울,1980-12-04,-7.1,-9.9,-3.7,,2,61.5,1008.3
108,서울,1980-12-05,-3.3,-8.5,1.6,1.3,1.7,69.5,1008.8
108,서울,1980-12-06,1.4,-0.4,4.7,,1.4,66.3,1008.2
108,서울,1980-12-07,1.4,-1.8,5,,1.7,49.5,1010.6
108,서울,1980-12-08,-0.9,-2.9,1.4,,2.7,63.5,1009.8
108,서울,1980-12-09,-2.8,-5.5,0.2,0,1.9,57.8,1006.9
108,서울,1980-12-10,1.7,-2.7,6.2,1.6,1.2,81.5,1004.6
108,서울,1980-12-11,3.2,-1,5.3,12.7,3,83.3,1002.4
108,서울,1980-12-12,-7.8,-13.3,-1,0,7.1,54.5,1008.2
108,서울,1980-12-13,-10.5,-14.5,-6,,4.2,57,1013.2
108,서울,1980-12-14,-6.6,-10,-3.1,1.4,3.3,65.3,1009.9
108,서울,1980-12-15,-6.7,-10.4,-1.2,,2,52,1018.1
108,서울,1980-12-16,-4.4,-8.8,0.5,,2,65.3,1016
108,서울,1980-12-17,-2.1,-6.7,3.2,,1.2,65.3,1014.2
108,서울,1980-12-18,-1,-3.3,2.9,,2.3,61.8,1009.9
108,서울,1980-12-19,-3.5,-5.8,-0.4,,3.5,54,1010.9
108,서울,1980-12-20,-5.7,-8,-2.7,,3.7,49,1015.3
108,서울,1980-12-21,-5.4,-10.1,0.4,,1,56.5,1016.7
108,서울,1980-12-22,-2.1,-6.5,2.1,3.9,2.4,58,1009.1
108,서울,1980-12-23,-1.3,-5,0.5,4.3,3.6,82,998.4
108,서울,1980-12-24,-2.6,-6.1,2.4,,2.4,75.8,1005.2
108,서울,1980-12-25,-1.1,-4,2.2,1.2,2.3,70,1007.7
108,서울,1980-12-26,-8.3,-10.7,-4,0,5.2,63,1011
108,서울,1980-12-27,-10.4,-12.5,-7.2,,5.4,55.3,1011.7
108,서울,1980-12-28,-12.1,-13.7,-8.4,,4.9,55.3,1011.5
108,서울,1980-12-29,-12.9,-16.2,-8.7,,1.8,57.3,1014
108,서울,1980-12-30,-9.8,-14.5,-4.2,,1,67.5,1016.2
108,서울,1980-12-31,-6.3,-11.4,-1.2,0,1.2,69.5,1015.4
